Category,Tool Name,Nominal Size,OD (Inches),Top Connection,Lower Connection,Length (ft),Weight (lbs),Picture,Verified by,Description
Standard Service Tools,PXN Plug,"1.875""",1.875,Internal Fish Neck,,2,18.8,Yes,,Slickline tool used in Standard Service Tools operations; function requires specific procedure reference.
Standard Service Tools,Spacer Pipes,TBC,,,,,,No,,Slickline tool used in Standard Service Tools operations; function requires specific procedure reference.
Standard Service Tools,Bullnose,TBC,,,,,0,Yes,,Slickline tool used in Standard Service Tools operations; function requires specific procedure reference.
Safety Valves,FXE WR-SCSSSV,"2.867""",2.867,Internal Fish Neck,,,,No,,Slickline tool used in Safety Valves operations; function requires specific procedure reference.
Safety Valves,B7 WR-SCSSSV,"2.867""",2.867,Int/Ext Fish Neck,,,,No,,Slickline tool used in Safety Valves operations; function requires specific procedure reference.
Safety Valves,SOF WR-SCSSSV,"2.890""",2.89,Internal Fish Neck,,,,No,,Slickline tool used in Safety Valves operations; function requires specific procedure reference.
Fishing Tools,Releasable Bulldog Spear,"3""",2.72,"1-1/16"" SR",,2,39.5,No,,Internal spear with expandable slips to bite inside a fish and retrieve it by pulling/jarring.
Fishing Tools,Releasable Bulldog Spear,"2-1/2""",2.28,"15/16"" SR",,2,27.7,No,,Internal spear with expandable slips to bite inside a fish and retrieve it by pulling/jarring.
Fishing Tools,Releasable Bulldog Spear,"2""",1.85,"15/16"" SR",,2,18.3,No,,Internal spear with expandable slips to bite inside a fish and retrieve it by pulling/jarring.
Fishing Tools,Non-Releasable Bulldog Spear,"3""",2.75,"1-1/16"" SR",,2,40.3,No,,Internal spear with expandable slips to bite inside a fish and retrieve it by pulling/jarring.
Fishing Tools,Non-Releasable Bulldog Spear,"2-1/2""",2.25,"15/16"" SR",,2,27,No,,Internal spear with expandable slips to bite inside a fish and retrieve it by pulling/jarring.
Fishing Tools,Non-Releasable Bulldog Spear,"2""",1.75,"15/16"" SR",,2,16.3,No,,Internal spear with expandable slips to bite inside a fish and retrieve it by pulling/jarring.
Fishing Tools,Centre Spear,"1-1/2""",1.5,"15/16"" SR",,3,5,Yes,,Internal spear with expandable slips to bite inside a fish and retrieve it by pulling/jarring.
Fishing Tools,Centre Spear,"1-7/8""",1.875,"1-1/16"" SR",,3,5,Yes,,Internal spear with expandable slips to bite inside a fish and retrieve it by pulling/jarring.
Fishing Tools,Centre Spear,"2-1/2""",2.5,"1-9/16"" SR",,3,5,Yes,,Internal spear with expandable slips to bite inside a fish and retrieve it by pulling/jarring.
Fishing Tools,Wire Grab,"2-3/8"" Tbg.",1.75,"15/16"" SR",,2.2,13.2,Yes,,Serrated fishing tool designed to bite and retrieve parted slickline or wireline from the wellbore.
Fishing Tools,Wire Grab,"2-7/8"" Tbg.",2.195,"15/16"" SR",,2.2,13.2,Yes,,Serrated fishing tool designed to bite and retrieve parted slickline or wireline from the wellbore.
Fishing Tools,Wire Grab,"3-1/2"" Tbg.",2.72,"1-1/16"" SR",,2.2,13.2,Yes,,Serrated fishing tool designed to bite and retrieve parted slickline or wireline from the wellbore.
Fishing Tools,Wire Grab,"4-1/2"" Tbg.",3.6,"1-1/16"" SR",,2.2,22,Yes,,Serrated fishing tool designed to bite and retrieve parted slickline or wireline from the wellbore.
Fishing Tools,Wire Grab,"5"" Tbg.",3.8,"1-9/16"" SR",,2.2,22,Yes,,Serrated fishing tool designed to bite and retrieve parted slickline or wireline from the wellbore.
Fishing Tools,Wire Grab,"5-1/2"" Tbg.",4.53,"1-9/16"" SR",,2.2,22,Yes,,Serrated fishing tool designed to bite and retrieve parted slickline or wireline from the wellbore.
Fishing Tools,Wire Grab,"6"" Tbg.",6,"1-9/16"" SR",,2.2,22,Yes,,Serrated fishing tool designed to bite and retrieve parted slickline or wireline from the wellbore.
Fishing Tools,Wire Grab,"5-1/2"" Tbg.",4.5,"1-9/16"" SR",,2.2,22,Yes,,Serrated fishing tool designed to bite and retrieve parted slickline or wireline from the wellbore.
Fishing Tools,Alligator Grab,TBC,,,,3,0,Yes,,Slickline tool used in Fishing Tools operations; function requires specific procedure reference.
Fishing Tools,Tubing Broach,TBC,,,,1,0,Yes,,Slickline tool used in Fishing Tools operations; function requires specific procedure reference.
Fishing Tools,Tubing Swage,"2.62""",2.62,"1-1/16"" SR",,0.8,5,Yes,,Slickline tool used in Fishing Tools operations; function requires specific procedure reference.
Fishing Tools,Tubing Swage,"2.72""",2.72,"1-1/16"" SR",,0.8,5,Yes,,Slickline tool used in Fishing Tools operations; function requires specific procedure reference.
Fishing Tools,Tubing Swage,"2.78""",2.78,"1-1/16"" SR",,0.8,5,Yes,,Slickline tool used in Fishing Tools operations; function requires specific procedure reference.
Fishing Tools,Tubing Swage,"3.10""",3.1,"1-1/16"" SR",,1,7,Yes,,Slickline tool used in Fishing Tools operations; function requires specific procedure reference.
Fishing Tools,Tubing Swage,"3.75""",3.75,"1-1/16"" SR",,1,11,Yes,,Slickline tool used in Fishing Tools operations; function requires specific procedure reference.
Fishing Tools,Tubing Swage,"4.10""",4.1,"1-1/16"" SR",,1,13,Yes,,Slickline tool used in Fishing Tools operations; function requires specific procedure reference.
Fishing Tools,Tubing Swage,"4.50""",4.5,"1-1/16"" SR",,1,16,Yes,,Slickline tool used in Fishing Tools operations; function requires specific procedure reference.
Fishing Tools,Go-Devil,TBC,,,,,0,Yes,,Slickline tool used in Fishing Tools operations; function requires specific procedure reference.
PPS,PPS Quartz Memory Gauge,"1.25""",1.25,"15/16"" SR",,4.14,11.2,Yes,,PPS memory gauge module used for recording pressure/temperature during slicklinedeployed surveys. (Manufacturer: Pioneer Petrotech Services (PPS)).
Paradigm Tools,Cable Head,"1-11/16""",1.688,,Sondex,1,5,Yes,,Connects digital slickline to the toolstring; transmits tensile load and data signals.
Paradigm Tools,PCH,"1-11/16""",1.688,Sondex,ParaComm Pin,1.8,7.9,Yes,,Transmits data signals between PPU and surface.
Paradigm Tools,PPU Iia,"1-11/16""",1.688,ParaComm Box,ParaComm Pin,3.7,12.1,Yes,,"Stores memory and provides power to tools below. Sensors on tool include pressure, temperature, vibration, CCL, inclination, and acceleration."
Paradigm Tools,X-Over (PPU to Sondex),"1-11/16""",1.688,ParaComm Box,Sondex,1,7.6,Yes,,Crossover sub used to adapt between different connection types/sizes in the toolstring. (Manufacturer: Paradigm).
Paradigm Tools,X-Over (PPU to GO-A Pin),"1-11/16""",1.688,ParaComm Box,GO 'A',1,7.6,Yes,,Crossover sub used to adapt between different connection types/sizes in the toolstring. (Manufacturer: Paradigm).
Paradigm Tools,X-Over (PPU to SR Box),"1-11/16""",1.688,ParaComm Box,"15/16"" SR",0.5,3.8,Yes,,Crossover sub used to adapt between different connection types/sizes in the toolstring. (Manufacturer: Paradigm).
Paradigm Tools,X-Over (PPU to Trigger Probe),"1-11/16""",1.688,ParaComm Box,Trigger Probe,1,7.6,Yes,,Crossover sub used to adapt between different connection types/sizes in the toolstring. (Manufacturer: Paradigm).
Sondex Tools,MBH025,"1-11/16""",1.688,"15/16"" SR",Sondex,2.3,9.7,Yes,,Houses battery packs that power Sondex memory logging tools.
Sondex Tools,MBH030,"1-11/16""",1.688,"15/16"" SR",Sondex,1.5,6.2,Yes,,Houses battery packs that power Sondex memory logging tools.
Sondex Tools,PGR032,"1-11/16""",1.688,Sondex,Sondex,1.9,9.4,Yes,,Measures the naturally occurring radiation emitted by formations for depth correlation and more.
Sondex Tools,PGR021,"1-3/8""",1.375,Sondex,Sondex,1.6,5.1,Yes,,Measures the naturally occurring radiation emitted by formations for depth correlation and more.
Sondex Tools,PGR020,"1-11/16""",1.688,Sondex,Sondex,1.9,9.4,Yes,,Measures the naturally occurring radiation emitted by formations for depth correlation and more.
Sondex Tools,PRC001,"1-11/16""",1.688,Sondex,Sondex,1.9,7,Yes,,"Provides centralisation of logging tools in vertical, deviated or horizontal wells."
Sondex Tools,PRC034,"1-11/16""",1.688,Sondex,Sondex,2.77,13,Yes,,"Provides centralisation of logging tools in vertical, deviated or horizontal wells."
Sondex Tools,HAC001,"1-11/16""",1.688,Sondex,Sondex,2.53,13.4,Yes,,Slickline tool used in Sondex Tools operations; function requires specific procedure reference. (Manufacturer: Baker Hughes (Sondex)).
Sondex Tools,MIT 24F (Standard),"1-11/16""",1.688,Sondex,Sondex,5.4,20.7,Yes,,To measure tubing integrity by detecting changes to the internal surface condition of tubing.
Sondex Tools,MIT 24F (Extended),"1-11/16""",1.688,Sondex,Sondex,5.4,20.7,Yes,,To measure tubing integrity by detecting changes to the internal surface condition of tubing.
Sondex Tools,MIT 40F (Standard),"2-3/4""",2.75,Sondex,Sondex,5.5,70,Yes,,To measure tubing integrity by detecting changes to the internal surface condition of tubing.
Sondex Tools,MIT 40F (Extended),"2-3/4""",2.75,Sondex,Sondex,5.5,70,Yes,,To measure tubing integrity by detecting changes to the internal surface condition of tubing.
Sondex Tools,UMT003,"1-11/16""",1.688,Sondex,Sondex,2.1,10.6,Yes,,Acquires and stores data from logging sensors.
Sondex Tools,UMT007,"1-11/16""",1.688,Sondex,Sondex,1,5.9,Yes,,Acquires and stores data from logging sensors.
Sondex Tools,QPC201,"1-11/16""",1.688,Sondex,Sondex,1.6,8.8,Yes,,The Quartz Pressure and Casing Collar Locator (QPC) tool provides a continuous log of borehole fluid pressure and also responds to changes in metal volume.
Sondex Tools,QPC004,"1-3/8""",1.375,Sondex,Sondex,1.5,5.2,Yes,,The Quartz Pressure and Casing Collar Locator (QPC) tool provides a continuous log of borehole fluid pressure and also responds to changes in metal volume.
Sondex Tools,QPC003,"1-11/16""",1.688,Sondex,Sondex,1.6,8.8,Yes,,The Quartz Pressure and Casing Collar Locator (QPC) tool provides a continuous log of borehole fluid pressure and also responds to changes in metal volume.
Sondex Tools,PKJ013,"1-11/16""",1.688,Sondex,Sondex,0.6,3.5,Yes,,Allows a maximum of 10 degrees deflection in any direction and has an electrical connection.
Sondex Tools,ILS021,"1-11/16""",1.688,Sondex,Sondex,1.4,6.5,Yes,,The In-Line Spinner (ILS) Flowmeter allows for production profiling in tubing and casing within one logging run
Sondex Tools,ILS022,"2-1/8""",2.125,Sondex,Sondex,1.4,6.8,Yes,,The In-Line Spinner (ILS) Flowmeter allows for production profiling in tubing and casing within one logging run
Sondex Tools,SAT005,"2-1/8""",2.125,Sondex,Sondex,3.8,14.3,No,,"The Spinner Array tool (SAT) features six miniature turbines deployed on bowspring arms, enabling discrete local fluid velocities to be measured around the wellbore."
Sondex Tools,FDR020,"1-11/16""",1.688,Sondex,Sondex,1.9,9.6,No,,The Fluid Density Radioactive (FDR) tool uses low energy gamma rays to determine the downhole fluid density during a production log.
Sondex Tools,CTF004,"1-11/16""",1.688,Sondex,To CFJM,1.5,5.4,No,,The Capacitance Temperature Flow (CTF) tool measures the borehole fluid temperature
Sondex Tools,CFJM08,"1-11/16""",1.688,Sondex,,0.8,2.2,Yes,,Slickline tool used in Sondex Tools operations; function requires specific procedure reference. (Manufacturer: Baker Hughes (Sondex)).
Sondex Tools,CFSM,"1-11/16""",1.688,Sondex,,0.7,1.7,Yes,,Slickline tool used in Sondex Tools operations; function requires specific procedure reference. (Manufacturer: Baker Hughes (Sondex)).
Sondex Tools,CFBM (6-Arm),"1-11/16""",1.688,Sondex,,2,10,Yes,,Slickline tool used in Sondex Tools operations; function requires specific procedure reference. (Manufacturer: Baker Hughes (Sondex)).
Sondex Tools,BUL006,"1-11/16""",1.688,Sondex,,0.1,1,Yes,,Slickline tool used in Sondex Tools operations; function requires specific procedure reference. (Manufacturer: Baker Hughes (Sondex)).
Sondex Tools,ASB004,"1-11/16""",1.688,Sondex,"15/16"" SR",0.1,1,No,,Slickline tool used in Sondex Tools operations; function requires specific procedure reference. (Manufacturer: Baker Hughes (Sondex)).
Sondex Tools,Rotational Alignment Sub,"1-11/16""",1.688,Sondex,Sondex,0.3,1.6,No,,Slickline tool used in Sondex Tools operations; function requires specific procedure reference. (Manufacturer: Baker Hughes (Sondex)).
Sondex Tools,RAT001,"1-11/16""",1.688,Sondex,Sondex,4.3,16.2,No,,The Resistance Array tool (RAT) has 12 micro-resistance sensors deployed on bowstrings to determine the water holdup profile across the wellbore.
Kaseum Tools,K-Set Tool,"2-1/8""",2.125,GO 'A',GO 'A',4.2,34,Yes,,Slickline tool used in Kaseum Tools operations; function requires specific procedure reference. (Manufacturer: Kaseum).
Kaseum Tools,Setting Adapter,"2-1/2""",2.5,to bridge plug,to bridge plug,0.8,2,No,,Slickline tool used in Kaseum Tools operations; function requires specific procedure reference. (Manufacturer: Kaseum).
Kaseum Tools,Setting Adapter,"2.16""",2.16,to bridge plug,to bridge plug,0.8,2.8,No,,Slickline tool used in Kaseum Tools operations; function requires specific procedure reference. (Manufacturer: Kaseum).
Kaseum Tools,Paragon II Packer,TBC,,,,,0,No,,Mechanical/Inflatable sealing device to isolate zones; deployed as part of a completion or intervention package. (Manufacturer: Kaseum).
Owen Oil Tools,Premium Bridge Plug,"2-1/2""",2.5,,,1,2,Yes,,Slickline tool used in Owen Oil Tools operations; function requires specific procedure reference. (Manufacturer: Owen Oil Tools (Hunting)).
Owen Oil Tools,Premium Bridge Plug,"2.16""",2.16,,,0.8,2,Yes,,Slickline tool used in Owen Oil Tools operations; function requires specific procedure reference. (Manufacturer: Owen Oil Tools (Hunting)).
Well-Sun Tools,DBC12,"1-11/16""",1.688,GO 'A',GO 'A',3.2,13.2,No,,Slickline tool used in Well-Sun Tools operations; function requires specific procedure reference. (Manufacturer: Well-Sun).
Well-Sun Tools,DMC05,"1-11/16""",1.688,GO 'A',GO 'A',1.2,4,No,,Slickline tool used in Well-Sun Tools operations; function requires specific procedure reference. (Manufacturer: Well-Sun).
Well-Sun Tools,GRT10,"1-11/16""",1.688,GO 'A',GO 'A',2.2,10.4,No,,Slickline tool used in Well-Sun Tools operations; function requires specific procedure reference. (Manufacturer: Well-Sun).
Well-Sun Tools,CCL10,"1-11/16""",1.688,GO 'A',GO 'A',1.4,6.2,No,,Slickline tool used in Well-Sun Tools operations; function requires specific procedure reference. (Manufacturer: Well-Sun).
Well-Sun Tools,RCT02,"2-1/8""",2.125,GO 'A',GO 'A',3,24,No,,Slickline tool used in Well-Sun Tools operations; function requires specific procedure reference. (Manufacturer: Well-Sun).
Well-Sun Tools,RBT01 (Well-Sun),"3-1/8""",3.125,GO 'A',GO 'A',9.1,105.8,No,,Slickline tool used in Well-Sun Tools operations; function requires specific procedure reference. (Manufacturer: Well-Sun).
Well-Sun Tools,BWS01,1.693,1.693,GO 'A',,0.2,1.1,Yes,,Slickline tool used in Well-Sun Tools operations; function requires specific procedure reference. (Manufacturer: Well-Sun).
EV Tools,Optis M160 Memory Camera,"1-11/16""",1.688,,,14.4,83.6,No,,Slickline tool used in EV Tools operations; function requires specific procedure reference. (Manufacturer: EV (Downhole Video)).
Well Conveyor,SBC 2W Drive Module,"1.654""",1.654,ACME,ACME,5.3,28.7,No,,Downhole tool; function to be confirmed from OEM datasheet. (Manufacturer: Well Conveyor).
Well Conveyor,SBC Brain,"1.654""",1.654,ACME,ACME,2.1,8.4,No,,Downhole tool; function to be confirmed from OEM datasheet. (Manufacturer: Well Conveyor).
Well Conveyor,SBC Bull Nose,"1.654""",1.654,ACME,,0.1,1.3,No,,Downhole tool; function to be confirmed from OEM datasheet. (Manufacturer: Well Conveyor).
Well Conveyor,SBC Comms Module,"1.654""",1.654,ACME,ACME,1.4,2.2,No,,Downhole tool; function to be confirmed from OEM datasheet. (Manufacturer: Well Conveyor).
Well Conveyor,SBC Knuckle Joint,"1.654""",1.654,ACME,ACME,1.3,7.1,No,,Articulated joint that provides flexibility to pass deviations and reduce side loading on tools below. (Manufacturer: Well Conveyor).
Well Conveyor,SBC Power Module,"1.654""",1.654,ACME,ACME,6.6,15,No,,Downhole tool; function to be confirmed from OEM datasheet. (Manufacturer: Well Conveyor).
Titan Tools,3' Titan Sinker Bar,"1-11/16""",1.688,GO 'A',GO 'A',3,21,Yes,,Adds mass to the toolstring to deliver impact energy for jarring and to stabilize the BHA. Tungsten stems provide high mass in a short length. (Manufacturer: Titan).
Titan Tools,5' Titan Sinker Bar,"1-11/16""",1.688,GO 'A',GO 'A',5,35,Yes,,Adds mass to the toolstring to deliver impact energy for jarring and to stabilize the BHA. Tungsten stems provide high mass in a short length. (Manufacturer: Titan).
Titan Tools,7' Titan Sinker Bar,"1-11/16""",1.688,GO 'A',GO 'A',7,49,Yes,,Adds mass to the toolstring to deliver impact energy for jarring and to stabilize the BHA. Tungsten stems provide high mass in a short length. (Manufacturer: Titan).
Titan Tools,X-Over (Sondex Pin to GO Box),"1-11/16""",1.688,GO 'A',Sondex,0.4,1.8,Yes,,Crossover sub used to adapt between different connection types/sizes in the toolstring. (Manufacturer: Titan).
Titan Tools,X-Over (GO to Sondex),"1-11/16""",1.688,Sondex,GO 'A',0.3,1.6,Yes,,Crossover sub used to adapt between different connection types/sizes in the toolstring. (Manufacturer: Titan).
Titan Tools,Titan Swivel,"1-3/4""",1.75,GO 'A',GO 'A',1.4,11,Yes,,Allows the toolstring to rotate and relieve torque; helps prevent cable twist during jarring and fishing. (Manufacturer: Titan).
Titan Tools,Titan Knuckle Joint,"1-11/16""",1.688,GO 'A',GO 'A',0.7,4,Yes,,Articulated joint that provides flexibility to pass deviations and reduce side loading on tools below. (Manufacturer: Titan).
Titan Tools,Titan Shock Absorber,"1-11/16""",1.688,GO 'A',GO 'A',2.2,15,No,,Slickline tool used in Titan Tools operations; function requires specific procedure reference. (Manufacturer: Titan).
Owen Oil Tools,Trigger Tool,"1-11/16""",1.688,Trigger Probe,Trigger Probe,4.8,24,No,,Slickline tool used in Owen Oil Tools operations; function requires specific procedure reference. (Manufacturer: Owen Oil Tools (Hunting)).
Owen Oil Tools,Spring Centraliser,"1-11/16""",1.688,Trigger Probe,Trigger Probe,2.9,5,No,,Slickline tool used in Owen Oil Tools operations; function requires specific procedure reference. (Manufacturer: Owen Oil Tools (Hunting)).
Owen Oil Tools,Firing Head,"1-1/2""",1.5,Trigger Probe,Trigger Probe,0.2,1,No,,Slickline tool used in Owen Oil Tools operations; function requires specific procedure reference. (Manufacturer: Owen Oil Tools (Hunting)).
Owen Oil Tools,Aluminium Shock Sub,"1-1/2""",1.5,Trigger Probe,Trigger Probe,1.2,1,No,,Slickline tool used in Owen Oil Tools operations; function requires specific procedure reference. (Manufacturer: Owen Oil Tools (Hunting)).
Owen Oil Tools,Adapter Sub Cutter,"1-1/2""",1.5,Trigger Probe,Trigger Probe,0.2,0.5,No,,Slickline tool used in Owen Oil Tools operations; function requires specific procedure reference. (Manufacturer: Owen Oil Tools (Hunting)).
Owen Oil Tools,ACE Tubing Cutter,"2.062""",2.062,Trigger Probe,,0.5,0.5,No,,Slickline tool used in Owen Oil Tools operations; function requires specific procedure reference. (Manufacturer: Owen Oil Tools (Hunting)).
Owen Oil Tools,ACE Tubing Cutter,"2.500""",2.5,Trigger Probe,,0.5,0.5,No,,Slickline tool used in Owen Oil Tools operations; function requires specific procedure reference. (Manufacturer: Owen Oil Tools (Hunting)).
GOWell Tools,Magnetic Thickness Detector MTD43C-E,"1-11/16""",1.688,GO 'A',,3.7,12,No,,Slickline tool used in GOWell Tools operations; function requires specific procedure reference. (Manufacturer: GOWell).
GOWell Tools,ALFA,"1.15""",1.15,GO 'A',,2.8,3.3,No,,Slickline tool used in GOWell Tools operations; function requires specific procedure reference. (Manufacturer: GOWell).
GDT Tools,RBT (GDT),"1-11/16""",1.688,GO 'A',,9.5,105.8,No,,Slickline tool used in GDT Tools operations; function requires specific procedure reference. (Manufacturer: GDT).
GDT Tools,RBT (GDT),"3-1/8""",3.125,GO 'A',,8.9,105.8,No,,Slickline tool used in GDT Tools operations; function requires specific procedure reference. (Manufacturer: GDT).
Interwell,HEX Bridge Plug,563-763,5.63,,,11,617,Yes,,Can be used as a temporary or permanent barrier where there is a need for extreme expansion.
Interwell,HPHT Bridge Plug,563-763,5.63,,,11,617,Yes,,Can be used as a temporary or permanent barrier.
Interwell,EST Setting Tool + Setting Adapter Kit,"3.50""",3.5,"1-1/16"" SR",,8,242,Yes,,Downhole tool; function to be confirmed from OEM datasheet.
Interwell,GS - DU,"6""",5.51,"1-9/16"" SR",,2,105.6,Yes,,To engage and retrieve subsurface devices with internal fishing necks while allowing continuous downward jarring without risk of prematurely shearing the jar-down-to-release pin.
